tweet_text,user_id,hashtags,time,url
"World is on brink of catastrophic warming, #UnitedNations #climatechange report says https://t.co/Jsvlkgn60b via @washingtonpost #globalwarming #un",1637966262729883654,"UnitedNations,climatechange,globalwarming,un",2023-03-20 23:56:03 +0000 +0000,https://twitter.com/maudlynei/status/1637966262729883654
I'm watching Climate change Q+A with Niwa scientist Dr Olaf Morgenstern https://t.co/kGP0Ibean4 via @ScribbleLive,1637966231574822912,,2023-03-20 23:55:56 +0000 +0000,https://twitter.com/MayaOfAuckland/status/1637966231574822912
"WTAF “Idaho hospital will stop delivering babies as doctors flee state due to abortion ban”

“GOP has a bill to stop girls talking about periods.”

Recession. Inflation. Banking crisis. Climate change. But sure let’s prioritize girls knowledge and agency over their bodies.",1637966224096366594,,2023-03-20 23:55:54 +0000 +0000,https://twitter.com/Tubi_Daor/status/1637966224096366594
Global warming is not real and climate change is just a fancy way of saying seasons. #ClassNotClimate,1637966217699786753,ClassNotClimate,2023-03-20 23:55:52 +0000 +0000,https://twitter.com/classnotclimate/status/1637966217699786753
"@jimgphynn @CatholicLeague Ummm obviously you weren't around in the mid 70s. I don't recall mentioning Time Magazine. What's cute is how the religion of ""climate change"", errr I mean global warming, zealots twist themselves into pretzels denying the climate ""science"" of the 70s. FYI, it was Newsweek 1975.",1637966208636002306,,2023-03-20 23:55:50 +0000 +0000,https://twitter.com/chris63127/status/1637966208636002306
"And there it is, Climate Change is a religion.",1637966202302779393,,2023-03-20 23:55:49 +0000 +0000,https://twitter.com/ScottStaffiery/status/1637966202302779393
"@DivinumX @NighthawkBegins @RealSpikeCohen @nytimes I am a scientist/biologist.  It’s bullsh*t.  Scientific research results are for sale unfortunately. Supporting “climate change” is where the money is. Opposing it often has financial consequences.  Same scenario with COVID.  Take a hike, son.",1637966176079736832,,2023-03-20 23:55:42 +0000 +0000,https://twitter.com/hankins_harvey/status/1637966176079736832
"'It can be done. It must be done': IPCC delivers definitive report on #climate change, and where to now https://t.co/sPBlwqLrSK #ClimateAction #auspol #biodiversity",1637966135160360961,"climate,ClimateAction,auspol,biodiversity",2023-03-20 23:55:33 +0000 +0000,https://twitter.com/SumeenaLouise/status/1637966135160360961
⁦The IPCC is missing a key piece of the puzzle - the psychological dimensions of climate inaction &amp; cognitive dissonance that allows people to say they care about climate change even as they increase their carbon intensive consumption &amp; travel. https://t.co/QZkgvd9y2j https://t.co/pakpXDTA37,1637966132316635138,,2023-03-20 23:55:32 +0000 +0000,https://twitter.com/margaretmunro/status/1637966132316635138
@MatthewWielicki In the minds of climate change cultists…,1637966112103989249,,2023-03-20 23:55:27 +0000 +0000,https://twitter.com/empirenet17/status/1637966112103989249
"@jamesgmcgregor @GeraldKutney “99.9% of peer-reviewed scientific papers agree that climate change is mainly caused by humans”

Wrong.",1637966031376318465,,2023-03-20 23:55:08 +0000 +0000,https://twitter.com/RandomRation/status/1637966031376318465
"On the program today

The latest Intergovernmental Panel on Climate Change report reveals the global temperature will likely rise, however it's still possible to avoid it with rapid action.",1637966023969374209,,2023-03-20 23:55:06 +0000 +0000,https://twitter.com/michaelcollins/status/1637966023969374209
@dm_wasgaf Spent 10 yrs working with Grad nurses . Most are very career orientated . You can think about more than one thing at once . Climate change and caring for hospitalised pts,1637966010534989824,,2023-03-20 23:55:03 +0000 +0000,https://twitter.com/SallyLawry/status/1637966010534989824
"@CNN In the 70s it was the threat of a new ice age. In the 80s, the ozone depletion was gonna fry us to a crisp. Then, the world was gonna bake because of global warming. When THAT narrative ran its course, you changed the term to GLOBAL CLIMATE CHANGE!!! GTFOH",1637966007737147392,,2023-03-20 23:55:02 +0000 +0000,https://twitter.com/DaHaoleMoke/status/1637966007737147392
Somewhat surprisingly Joe Biden has approved a massive drilling project in Alaska. Here’s why I think he snubbed his climate change allies. https://t.co/0BrUv3zLvH,1637965997079515136,,2023-03-20 23:55:00 +0000 +0000,https://twitter.com/DineshDSouza/status/1637965997079515136
"#Climatechange fueling allergy season

US to experience a longer season with severe allergies.

@ShivanChanana brings you this report

Watch more: https://t.co/AXC5qRugeb https://t.co/IHtNHQDlSM",1637965996907536389,Climatechange,2023-03-20 23:55:00 +0000 +0000,https://twitter.com/WIONews/status/1637965996907536389
Yeah climate change is real.,1637965978381287426,,2023-03-20 23:54:55 +0000 +0000,https://twitter.com/PatientDay/status/1637965978381287426
"""world’s climate scientists issued is a""final warning"" before global warming exceeds 1.5 degrees Celsius
IPCC says it's ""unequivocal"" that climate is changing as a result of human activity- 3.3 &amp; 3.6 billion people  ""highly vulnerable"" to climate change
https://t.co/FiyHc6JWn5",1637965804095557632,,2023-03-20 23:54:14 +0000 +0000,https://twitter.com/Lucianne01/status/1637965804095557632
"@nytimes preventing #ClimateChange and keeping global temperature rise below 1.5C is impossible under capitalism, so we are doomed.",1637965801763352576,ClimateChange,2023-03-20 23:54:13 +0000 +0000,https://twitter.com/plungerman/status/1637965801763352576
"@CantPostIt @warrenfer1 @BjornLomborg Ozone plays a minor role in climate change. The ozone hole has increased UV exposure on the surface of Antarctica, which of course is uninhabited save for a few research stations. https://t.co/UFcl5uEOKX",1637965762865274882,,2023-03-20 23:54:04 +0000 +0000,https://twitter.com/entoliberal/status/1637965762865274882
"There is a lot of potential to influence change at the local level, and it’s something I would like to learn more about. This is one resource that I am working my way through about municipal level climate solutions in Canada: https://t.co/jHpUjtX3k8",1637965753390616576,,2023-03-20 23:54:02 +0000 +0000,https://twitter.com/alijonesie/status/1637965753390616576
"@truedevonthomps @JustVent6 @SpeakerMcCarthy 2000 GOP: Corporations should be considered citizens of the USA. They pay taxes, so should be able to fully engage politically + donate to politicians. 
Corporate America: Great! We believe that climate change is real and racism is bad. 
2020 GOP: OMG! Wall Street is WOKE!
😂",1637965748294262785,,2023-03-20 23:54:00 +0000 +0000,https://twitter.com/APScoggins/status/1637965748294262785
@AnotherHomoCon They’ll probably say it’s because of gas stoves &amp; climate change. https://t.co/nL4y01k3Ob,1637965736948772865,,2023-03-20 23:53:58 +0000 +0000,https://twitter.com/PickingPeaches1/status/1637965736948772865
"@TM72774 @dianaberrent Only climate change, I’m afraid",1637965723732508672,,2023-03-20 23:53:55 +0000 +0000,https://twitter.com/ell07600762/status/1637965723732508672
"World is on brink of catastrophic warming, U.N. climate-change report says - The Washington Post https://t.co/V9csA53iaW",1637965705713799170,,2023-03-20 23:53:50 +0000 +0000,https://twitter.com/cupcake0804/status/1637965705713799170
"@NBCNews Humans have been adapting to climate change for centuries. Regardless of if we have sped up the process, the natural cycle would have caught up to eventually. The benefits of today is our technological advancements that will allow us to adapt better.",1637965676647440384,,2023-03-20 23:53:43 +0000 +0000,https://twitter.com/QN_EVERYTHING/status/1637965676647440384
"Mortgage giant Fannie Mae tackles climate risk, but changes to underwriting may take several years

 #InternationalDayOfHappiness",1637965668975886337,InternationalDayOfHappiness,2023-03-20 23:53:42 +0000 +0000,https://twitter.com/NewZdoctor/status/1637965668975886337
"@FoxNews Global climate warming change isn't about the environment its all about CONTROL!!! WAKE UP!! They've been talking about this junk science since the early 70's while filling their coffers from people who feed into this crap, while they ride around in private jets, yachts &amp; limos.",1637965651829481472,,2023-03-20 23:53:37 +0000 +0000,https://twitter.com/Weezie19_64/status/1637965651829481472
"Climate change affects all countries, on a global scale. Awareness and effective action in adaptation and resilience strategies will go a long way in helping our communities and marginalised peoples to survive.
🌎
#undef #climatechange #climateawareness https://t.co/tfkpQtDL8u",1637965584984940544,"undef,climatechange,climateawareness",2023-03-20 23:53:22 +0000 +0000,https://twitter.com/IAMovementOrg/status/1637965584984940544
"#DearFuture #DearFutureImSorry #DNC #GOP @CNN #CNN @MSNBC #MSNBC #Climate #ClimateCrisis #ClimateChange #Future 
—
Dear Future,

I’m sorry.

We have too many selfish people valuing maximum profit now over your future.

We have not been able to stop them.
— https://t.co/bIci0ygkAu",1637965573312372736,"DearFuture,DearFutureImSorry,DNC,GOP,CNN,MSNBC,Climate,ClimateCrisis,ClimateChange,Future",2023-03-20 23:53:19 +0000 +0000,https://twitter.com/DrewMtnBike/status/1637965573312372736
"Glad that President Biden vetoed a bill that says investment managers cannot consider risks to their portfolio related to climate change. 

This bill is anti-free-market, anti-common-sense, anti-business, and @JoeBiden was right to veto it.",1637965567796686849,,2023-03-20 23:53:17 +0000 +0000,https://twitter.com/NobleIdeas/status/1637965567796686849
@catturd2 Climate change is a hoax,1637965538185068545,,2023-03-20 23:53:10 +0000 +0000,https://twitter.com/sum13848/status/1637965538185068545
@Dragofix @Accion_Directa1 The inclusion of the megafauna due-off is interesting because there are solid indications that pre-industrial climate change led to peadification peatification led to a loss of grasslands in North America. This loss of fodder led to lower numbers of large mammals through 1/,1637965514957008896,,2023-03-20 23:53:05 +0000 +0000,https://twitter.com/tonycanales/status/1637965514957008896
@DavidPocock I agree that climate changes but I don't believe in climate change.,1637965514269155334,,2023-03-20 23:53:05 +0000 +0000,https://twitter.com/DaTruMenes/status/1637965514269155334
"How to talk to your children about climate change
https://t.co/jvAta39u3x",1637965478307201025,,2023-03-20 23:52:56 +0000 +0000,https://twitter.com/atomicdog4/status/1637965478307201025
@CDMarshall7 @dynamikcre8tor9 @MatthewWielicki You spout pseudoscience in support of your climate change denial activism. You posted a lot of nonsense. But true believers of climate denial don't question their influencers. They simply believe.,1637965407104520192,,2023-03-20 23:52:39 +0000 +0000,https://twitter.com/ThruNoiz/status/1637965407104520192
"This is a very grim report. ""emissions fell by 6% in 2020 owing to the Covid-19 lockdowns, and a similar fall would be needed each year for the next decade."" 
World can still avoid worst of climate collapse with genuine change, IPCC says  https://t.co/3Mw7yQuVPk",1637965377111195649,,2023-03-20 23:52:32 +0000 +0000,https://twitter.com/human156/status/1637965377111195649
"The planet faces an increasingly dire situation, according to the report. Climate change is already disrupting daily life with extreme weather, heat waves, droughts, floods, wildfires and hurricanes, is killing and displacing people worldwide.

https://t.co/36e5Ivgcg8",1637965375026479104,,2023-03-20 23:52:31 +0000 +0000,https://twitter.com/quakerorts/status/1637965375026479104
@prageru Fighting Climate Change while Condoning capitalism is equivalent to Fuckin for Celibacy.,1637965366881144838,,2023-03-20 23:52:30 +0000 +0000,https://twitter.com/1WhiteRabbitt/status/1637965366881144838
@goddeketal Climate change...yes today's weather is different than yesterday.,1637965360593764354,,2023-03-20 23:52:28 +0000 +0000,https://twitter.com/Amleth999/status/1637965360593764354
"@s_guilbeault @IPCC_CH Climate change is a hoax it’s a means to control you, it will be the next excuse to lock us down. Just stop been hearing about this lie for 30 years. Move on",1637965339421192192,,2023-03-20 23:52:23 +0000 +0000,https://twitter.com/Manslaughtermik/status/1637965339421192192
@edgarrmcgregor The earth is in a warming period just before next ice age. The climate always changes,1637965328222392322,,2023-03-20 23:52:20 +0000 +0000,https://twitter.com/CraigCade9/status/1637965328222392322
"World Wildlife Fund says fossil fuel usage at all time high and that climate change looks unstoppable. True. We won't make the changes needed. We will adapt (those left alive) and civilization, such as it is, will be markedly different from what we now know.",1637965326460792832,,2023-03-20 23:52:20 +0000 +0000,https://twitter.com/kemo_sabe48/status/1637965326460792832
"World is on brink of catastrophic warming, U.N. climate change report says - The Washington Post https://t.co/C2OrEIjiG4",1637965313877884929,,2023-03-20 23:52:17 +0000 +0000,https://twitter.com/morgfair/status/1637965313877884929
"@MikeHudema I’m old enough to remember when they told us we’d be living in an ice age now.
Climate change is bullshit",1637965271376986112,,2023-03-20 23:52:07 +0000 +0000,https://twitter.com/atruepatriot202/status/1637965271376986112
"@douglaskarr @Lili_is_Vili @AxolotlSwirling @nytimes exactly.  there is zero evidence that climate change will ""wipe out mankind and animals"".  these people want to believe that.",1637965271167295488,,2023-03-20 23:52:07 +0000 +0000,https://twitter.com/TheFuturist2045/status/1637965271167295488
"World will almost use up its carbon budget to keep temperature rise under 1.5°C by 2040, if average yearly CO2 emissions remain the same as 2019

-IPCC, UN body for assessing the science related to climate change. https://t.co/nmrM2Wepve",1637965255019220992,,2023-03-20 23:52:03 +0000 +0000,https://twitter.com/ddtsarkar/status/1637965255019220992
@ZettaKi10966809 I think they are a similar collection of climate change woketards these days.,1637965232801988609,,2023-03-20 23:51:58 +0000 +0000,https://twitter.com/Melahi65919940/status/1637965232801988609
"World is on brink of catastrophic warming, U.N. climate change report says

https://t.co/UoLaeyZhQX",1637965199180288002,,2023-03-20 23:51:50 +0000 +0000,https://twitter.com/CatieRkelly/status/1637965199180288002
"‘Humanity on thin ice’ says UN, but there is still time to act on climate change https://t.co/9EX1KeLNLk",1637965197607587840,,2023-03-20 23:51:49 +0000 +0000,https://twitter.com/JiggySevilla/status/1637965197607587840
".@GavinNewsom The Intergovernmental Panel on Climate Change warns that “deep, rapid and sustained” cuts to greenhouse gas emissions are urgently needed to keep climate change within livable limits. Can you still meet CA climate goals without rooftop solar? https://t.co/EYIYyKjNrL",1637965179920216065,,2023-03-20 23:51:45 +0000 +0000,https://twitter.com/rooftop_love/status/1637965179920216065
"@GeraldKutney @BernieSpofforth We mock the stupidity and the alarmism from the cult of climate change, like this nutter , made Greta delete her post https://t.co/j9NX1eQN2e",1637965150220349440,,2023-03-20 23:51:38 +0000 +0000,https://twitter.com/jefftonna1/status/1637965150220349440
@stevewcalvert @climate_fact @YouTube Bjorn has become a shill for human-caused climate change. I have lost all respect for him.,1637965102224646145,,2023-03-20 23:51:26 +0000 +0000,https://twitter.com/LVADMatt/status/1637965102224646145
CLIMATE CHANGE IS A HOAX https://t.co/OCiHM4c3sG,1637965101595541505,,2023-03-20 23:51:26 +0000 +0000,https://twitter.com/Mrednek53/status/1637965101595541505
"@ricwe123 And the Biden croonies are busy with LGBTQ parties at the white house and the fake climate change, while Russia and China are making boss moves smh....",1637965092732977152,,2023-03-20 23:51:24 +0000 +0000,https://twitter.com/vita3078/status/1637965092732977152
